"North Carolina Department of Transportation
Traffic Engineering Accident Analysis System
Fiche Report"
"County","County Code","Division","Municipality","Municipality
Code","Begin Date","End Date","Years","Y-Line
Feet"
,"WAYNE","96","4","All and Rural","","10/1/2015","9/30/2025","10.00","150"
"Road Name","Road Code"
"NC 581","30000581"
"BILL","50002677"
"SR 1960","40001960"
"SPRING BANK","50034637"
"SPRING","50028855"
"BANK","50001579"
"NC 111","30000111"
"OLD NC 111","50036308"
"SR 1727","40001727"
"DOLLARD TOWN","50037495"
"11/25/2025","Page 1 of 92"
"Muni.
Code","On Road","Miles  /  Dir
From","From Road","Toward Road","Milepost Road","MP","MA","Crash ID","Date","T","C","F","L","S"
"Muni.
Code","On Road","Miles  /  Dir
From","From Road","Toward Road","Milepost Road","MP","MA","Crash ID","Date","T","C","F","L","S"
"0","NC 581","0.400","E","SR 1917","SR 1915","NC 581","3.014","","106111459","2019-12-30","19","1","0","1","C"
"0","NC 581","0.400","S","SR 1917","SR 1915","NC 581","3.014","","104802754","2016-07-23","19","1","0","1","O"
"0","NC 581","0.400","SE","SR 1917","SR 1915","NC 581","3.014","","106517956","2021-03-10","29","1","0","5","A"
"0","NC 581","1.000","E","SR 1918","NC 111","NC 581","3.034","","108099140","2025-04-30","24","1","8","1","B"
"0","NC 581","0.200","E","SR 1917","SR 1915","NC 581","3.214","","106893600","2022-03-04","19","1","0","5",""
"0","NC 581","0.100","E","SR 1917","SR 1915","NC 581","3.314","","104699506","2016-04-10","19","1","0","1",""
"0","NC 581","0.100","E","SR 1917","SR 1915","NC 581","3.314","","105700788","2018-12-05","17","1","0","5","O"
"0","NC 581","0.100","SE","SR 1917","SR 1915","NC 581","3.314","","105048406","2017-03-22","19","1","0","1","O"
"0","NC 581","0.100","SE","SR 1917","SR 1915","NC 581","3.314","","104581328","2015-12-10","19","1","0","3","C"
"0","NC 581","0.066","E","SR 1917","SR 1915","NC 581","3.348","","107232838","2023-01-27","19","1","0","2","O"
"0","NC 581","0.025","E","SR 1917","NC 111","NC 581","3.389","","104712888","2016-04-23","19","2","8","5","B"
"0","NC 581","0.019","S","SR 1917","SR 1915","NC 581","3.395","","105652090","2018-10-26","19","2","12","1","O"
"0","NC 581","0.000","","SR 1917","SR 1915","NC 581","3.414","","106983870","2022-06-02","19","1","8","1","B"
"0","NC 581","0.000","","SR 1917","SR 1918","NC 581","3.414","","105838681","2019-04-18","19","1","8","1","O"
"0","NC 581","0.000","","SR 1917","SR 1918","NC 581","3.414","","107121260","2022-10-20","23","1","8","1","O"
"0","NC 581","0.000","","SR 1917","SR 1918","NC 581","3.414","","108115943","2025-05-10","23","1","8","5","B"
"0","NC 581","0.002","N","SR 1917","SR 1918","NC 581","3.416","","104788368","2016-07-05","19","1","0","5","O"
"0","NC 581","0.028","W","SR 1917","SR 1918","NC 581","3.442","","105927850","2019-07-13","19","1","0","1","O"
"0","NC 581","0.100","NW","SR 1917","SR 1918","NC 581","3.514","","105801416","2019-03-11","19","1","0","5",""
"0","NC 581","0.300","E","SR 1918","SR 1917","NC 581","3.734","","108013775","2025-02-06","5","2","0","5","B"
"0","NC 581","0.250","E","SR 1918","SR 1917","NC 581","3.784","","105979373","2019-08-28","21","1","0","1","B"
"0","NC 581","0.400","NW","SR 1917","SR 1918","NC 581","3.814","","105199788","2017-08-19","18","1","0","5","O"
"0","NC 581","0.000","","SR 1918","SR 1917","NC 581","4.034","","107876439","2024-10-07","24","1","8","5","C"
"0","NC 581","0.000","","SR 1918","SR 1915","NC 581","4.034","","107201456","2023-01-03","24","1","8","1","B"
"0","NC 581","0.000","","SR 1918","SR 1915","NC 581","4.034","","106316212","2020-08-18","24","1","8","5","O"
"0","NC 581","0.000","","SR 1918","SR 1919","NC 581","4.034","","104620000","2016-01-19","24","1","8","1","O"
"0","NC 581","0.000","","SR 1918","SR 1915","NC 581","4.034","","104832044","2016-08-29","24","1","0","1","B"
"0","NC 581","0.000","","SR 1918","","NC 581","4.034","","107893583","2024-10-17","24","1","8","1","B"
"0","NC 581","0.000","","SR 1918","DEAD END","NC 581","4.034","","105792098","2019-03-01","24","1","0","3","O"
"0","NC 581","0.004","W","SR 1918","US 117","NC 581","4.038","","106313960","2020-08-19","18","1","8","1","O"
"0","NC 581","0.028","N","SR 1918","SR 1919","NC 581","4.062","","104982511","2017-01-17","17","1","0","5","O"
"0","NC 581","0.100","W","SR 1918","SR 1919","NC 581","4.134","","108136763","2025-06-01","19","1","0","5","B"
"11/25/2025","Page 57 of 92"
"Muni.
Code","On Road","Miles  /  Dir
From","From Road","Toward Road","Milepost Road","MP","MA","Crash ID","Date","T","C","F","L","S"
"0","NC 581","0.100","W","SR 1918","SR 1919","NC 581","4.134","","106996122","2022-06-22","19","1","0","1",""
"0","NC 581","0.100","W","SR 1918","SR 1919","NC 581","4.134","","106423858","2020-11-29","17","1","0","1","O"
"0","NC 581","0.200","NW","SR 1918","SR 1919","NC 581","4.234","","105335363","2017-12-27","19","1","0","1","O"
"0","NC 581","0.700","E","SR 1919","SR 1918","NC 581","4.284","","107166009","2022-12-01","18","1","0","1","O"
"0","NC 581","0.700","SE","SR 1919","SR 1918","NC 581","4.284","","106416247","2020-11-19","19","2","0","5","O"
"0","NC 581","0.400","W","SR 1918","SR 1919","NC 581","4.434","","107566365","2023-12-13","28","1","0","5","B"
"0","NC 581","0.400","E","SR 1919","SR 1918","NC 581","4.584","","104802747","2016-07-26","32","1","5","5","C"
"0","NC 581","0.400","S","SR 1919","SR 1918","NC 581","4.584","","105103490","2017-05-17","20","1","0","1",""
"0","NC 581","0.600","N","SR 1918","SR 1919","NC 581","4.634","","105725358","2018-12-28","21","2","4","1","C"
"0","NC 581","0.600","N","SR 1918","SR 1919","NC 581","4.634","","107675951","2024-04-01","21","1","1","1","O"
"0","NC 581","0.300","SE","SR 1919","SR 1918","NC 581","4.684","","105591554","2018-08-31","21","1","5","1","O"
"0","NC 581","0.200","S","SR 1919","SR 1918","NC 581","4.784","","104622383","2016-01-23","5","4","0","5",""
"0","NC 581","0.200","S","SR 1919","SR 1918","NC 581","4.784","","106178352","2020-03-05","19","1","0","5",""
"0","NC 581","0.200","SE","SR 1919","SR 1918","NC 581","4.784","","104893934","2016-10-25","21","1","1","5","C"
"0","NC 581","0.800","W","SR 1918","SR 1919","NC 581","4.834","","107180942","2022-12-15","19","2","0","5","B"
"0","NC 581","0.800","W","SR 1918","SR 1919","NC 581","4.834","","105305976","2017-11-20","19","1","0","5","C"
"0","NC 581","0.100","E","SR 1919","SR 1918","NC 581","4.884","","104663459","2016-02-16","19","2","0","5",""
"0","NC 581","0.100","E","SR 1919","SR 1918","NC 581","4.884","","106349603","2020-09-25","19","2","0","1","O"
"0","NC 581","0.052","S","SR 1919","SR 1918","NC 581","4.932","","104575905","2015-12-01","14","1","0","5","C"
"0","NC 581","0.006","E","SR 1919","SR 1918","NC 581","4.978","","106068362","2019-11-18","19","2","8","5",""
"0","NC 581","0.004","S","SR 1919","SR 1918","NC 581","4.980","","104904550","2016-10-27","19","1","7","1","O"
"0","NC 581","0.003","SW","SR 1919","SR 1918","NC 581","4.981","","106489061","2021-02-09","21","1","8","1","C"
"0","NC 581","0.015","W","SR 1919","SR 1918","NC 581","4.999","","105512745","2018-06-13","19","1","0","5","A"
"0","NC 581","0.028","W","SR 1919","US 117","NC 581","5.012","","107390173","2023-07-02","19","1","0","1",""
"0","NC 581","0.100","W","SR 1919","SR 1925","NC 581","5.084","","104920951","2016-11-20","5","3","0","1","C"
"0","NC 581","0.200","W","SR 1919","US 117","NC 581","5.184","","107747441","2024-05-31","28","1","0","1","O"
"0","NC 581","0.200","W","SR 1919","SR 1925","NC 581","5.184","","106103408","2019-12-16","19","1","0","5","O"
"0","NC 581","0.300","W","SR 1919","SR 1925","NC 581","5.284","","105123423","2017-06-01","19","1","0","1","O"
"0","NC 581","0.250","E","SR 1925","SR 1919","NC 581","5.384","","104685510","2016-03-26","17","1","0","1","O"
"0","NC 581","0.200","E","SR 1925","SR 1919","NC 581","5.434","","107991957","2025-01-01","19","1","4","5","A"
"0","NC 581","0.100","E","SR 1925","SR 1259","NC 581","5.534","","104944075","2016-12-10","19","1","0","5","C"
"0","NC 581","0.100","E","SR 1925","SR 1919","NC 581","5.534","","108038152","2025-02-25","17","1","0","3","O"
"11/25/2025","Page 58 of 92"
"Muni.
Code","On Road","Miles  /  Dir
From","From Road","Toward Road","Milepost Road","MP","MA","Crash ID","Date","T","C","F","L","S"
"0","NC 581","0.100","SE","SR 1925","SR 1919","NC 581","5.534","","105652111","2018-10-22","22","1","4","1","O"
"0","NC 581","0.019","E","SR 1925","SR 1919","NC 581","5.615","","107514069","2023-10-31","32","1","8","1","O"
"0","NC 581","0.013","S","SR 1925","SR 1919","NC 581","5.621","","105602200","2018-09-10","29","1","5","1","C"
"0","NC 581","0.000","","SR 1925","SR 1919","NC 581","5.634","","107966398","2024-12-16","32","1","5","1","O"
"0","NC 581","0.000","","SR 1925","US 117","NC 581","5.634","","107637870","2024-02-27","26","1","8","5","O"
"0","NC 581","0.000","","SR 1925","US 117","NC 581","5.634","","107777653","2024-06-29","23","1","8","1","O"
"0","NC 581","0.000","","SR 1925","US 117","NC 581","5.634","","105561968","2018-08-03","20","1","8","5","O"
"0","NC 581","0.000","","SR 1925","US 117","NC 581","5.634","","105356922","2018-01-19","24","1","8","1","O"
"0","NC 581","0.000","","SR 1925","US 117","NC 581","5.634","","105561940","2018-08-03","24","1","8","5","C"
"0","NC 581","0.000","","SR 1925","US 117","NC 581","5.634","","108004275","2025-01-24","20","1","8","5","O"
"0","NC 581","0.004","W","JOHN","US 117","NC 581","5.638","","108000749","2025-01-21","31","1","0","1","O"
"0","NC 581","0.047","W","SR 1925","US 117","NC 581","5.681","","107747477","2024-06-11","17","1","0","5","O"
"0","NC 581","0.100","W","SR 1925","US 117","NC 581","5.734","","107571855","2023-12-09","15","1","0","5","A"
"0","NC 581","0.100","SE","US 117","SR 1925","NC 581","5.961","Y","104689036","2016-03-29","28","1","0","1","O"
"0","NC 581","0.400","W","SR 1925","US 117","NC 581","6.034","","107402324","2023-07-07","31","1","0","5","O"
"0","NC 581","0.400","W","SR 1925","US 117","NC 581","6.034","","106680209","2021-08-03","21","2","0","1","O"
"0","NC 581","0.011","SE","US 117","SR 1925","NC 581","6.050","Y","105381156","2018-02-13","21","1","12","1","O"
"0","NC 581","0.004","SE","US 117","SR 1925","NC 581","6.057","Y","105689691","2018-11-23","21","1","12","2","O"
"211","NC 581","0.100","N","US 117","ASHE","NC 581","8.478","Y","106972164","2022-05-23","17","1","0","1","O"
"211","NC 581","0.000","","ASHE","I 795","NC 581","8.880","","107078575","2022-09-14","21","1","0","1","C"
"211","NC 581","0.000","","ASHE","","NC 581","8.880","","106409960","2020-11-12","2","3","7","1",""
"211","NC 581","0.200","SE","SR 1243","SR 1007","NC 581","10.588","","105331999","2017-12-22","21","1","4","3","C"
"0","NC 581","0.000","","SR 1243","SR 1008","NC 581","10.788","","105686091","2018-11-21","21","1","8","1","O"
"0","NC 581","0.200","E","SR 1236","SR 1243","NC 581","11.078","Y","107450240","2023-09-03","17","1","0","5","O"
"0","NC 581","0.000","","SR 1236","SR 1007","NC 581","11.278","Y","105469672","2018-05-03","21","1","7","1","O"
"0","NC 581","0.000","","SR 1236","SR 1008","NC 581","11.278","Y","107528908","2023-11-01","23","1","7","1","O"
"0","NC 581","0.009","S","SR 1236","SR 1007","NC 581","11.287","Y","108235874","2025-09-14","24","1","4","1","O"
"0","NC 581","0.017","S","SR 1236","SR 1239","NC 581","11.295","Y","105091776","2017-05-01","24","1","4","1","O"
"0","NC 581","0.057","S","SR 1236","SR 1239","NC 581","11.335","Y","106334925","2020-09-03","5","1","8","1","C"
"0","NC 581","0.100","W","SR 1236","SR 1240","NC 581","11.378","Y","106083033","2019-12-01","20","1","22","5","C"
"0","NC 581","0.140","S","SR 1236","SR 1239","NC 581","11.418","Y","107121053","2022-10-23","19","1","0","5","C"
"0","NC 581","0.310","S","SR 1236","SR 1007","NC 581","11.588","Y","107123851","2022-10-26","19","1","0","5","O"
"11/25/2025","Page 59 of 92"
"Muni.
Code","On Road","Miles  /  Dir
From","From Road","Toward Road","Milepost Road","MP","MA","Crash ID","Date","T","C","F","L","S"
"0","NC 581","0.000","W","SR 1240","","NC 581","11.689","","104666561","2016-03-04","21","1","8","1","B"
"0","NC 581","1.900","S","SR 1237","US 70","NC 581","11.777","","105813070","2019-03-22","21","1","0","1","O"
"0","NC 581","0.500","S","SR 1236","SR 1239","NC 581","11.778","Y","106178630","2020-03-06","19","1","0","2","B"
"0","NC 581","0.100","W","SR 1240","SR 1007","NC 581","11.789","","106693980","2021-09-12","17","1","0","1","O"
"0","NC 581","0.009","N","SR 1007","SR 1240","NC 581","12.213","","106079104","2019-11-28","21","1","0","1","O"
"0","NC 581","0.057","N","SR 1007","SR 1239","NC 581","12.261","","106770256","2021-11-16","17","1","0","1","O"
"0","NC 581","0.100","N","SR 1007","SR 1239","NC 581","12.304","","107655973","2024-02-14","17","1","0","5","O"
"0","NC 581","0.100","N","SR 1007","SR 1239","NC 581","12.304","","106596399","2021-06-07","17","1","0","5","O"
"0","NC 581","0.000","","SR 2103","SR 1007","NC 581","12.380","","107082896","2022-09-17","21","1","0","1","C"
"0","NC 581","0.250","S","SR 1239","SR 1007","NC 581","12.460","","104713299","2016-04-26","17","1","0","5","O"
"0","NC 581","1.200","S","SR 1236","SR 1007","NC 581","12.478","Y","107191320","2022-12-23","17","1","0","5","O"
"0","NC 581","0.200","S","SR 1239","SR 2103","NC 581","12.510","","105528280","2018-06-21","19","1","5","5","O"
"0","NC 581","0.019","S","SR 1239","SR 1007","NC 581","12.691","","108105027","2025-05-06","19","1","4","5","B"
"0","NC 581","0.010","S","SR 1239","SR 1007","NC 581","12.700","","105215195","2017-09-07","19","1","8","1","C"
"0","NC 581","0.100","N","SR 1239","SR 1236","NC 581","12.810","","105051439","2017-03-21","23","1","0","1","O"
"0","NC 581","0.100","N","SR 1239","SR 1236","NC 581","12.810","","105013652","2017-02-16","19","1","0","1","O"
"0","NC 581","0.100","NW","SR 1239","SR 1236","NC 581","12.810","","104575110","2015-11-29","31","1","5","5","O"
"0","NC 581","0.001","S","EAGLE POINT","SR 1239","NC 581","12.878","","107776676","2024-07-08","24","1","8","1","C"
"0","NC 581","0.700","NW","SR 1007","SR 1236","NC 581","12.904","","107726526","2024-05-10","19","1","0","5","B"
"0","NC 581","0.200","N","SR 1239","SR 1236","NC 581","12.910","","107730279","2024-05-24","19","1","0","1","B"
"0","NC 581","0.100","S","SR 2143","EAGLE POINT","NC 581","13.015","","107738814","2024-05-31","19","1","5","1","O"
"0","NC 581","0.400","N","SR 1239","SR 1236","NC 581","13.110","","107876461","2024-10-07","29","1","0","1","B"
"0","NC 581","0.000","","SR 2143","SR 1236","NC 581","13.115","","108143640","2025-06-06","23","1","8","5","B"
"0","NC 581","0.100","S","SR 1274","SR 2101","NC 581","13.198","","106220974","2020-05-07","19","1","0","1","O"
"0","NC 581","1.200","S","US 70","SR 1237","NC 581","13.400","","107683855","2024-04-11","19","1","5","5","C"
"0","NC 581","0.000","","SR 1236","SR 1237","NC 581","13.476","Y","108198671","2025-08-07","24","2","7","1","O"
"0","NC 581","0.000","","SR 1236","SR 1237","NC 581","13.476","Y","108217110","2025-08-26","23","1","7","1","O"
"0","NC 581","0.000","","SR 1236","SR 1237","NC 581","13.476","Y","108155533","2025-06-28","30","1","7","1","O"
"0","NC 581","0.000","","SR 1236","SR 1237","NC 581","13.476","Y","106471409","2021-01-23","23","1","7","5","O"
"0","NC 581","0.000","","SR 1236","SR 1237","NC 581","13.476","Y","106388443","2020-10-27","23","1","7","5","O"
"0","NC 581","0.000","","SR 1236","SR 1237","NC 581","13.476","Y","104767793","2016-06-19","23","1","7","1","B"
"0","NC 581","0.000","","SR 1236","SR 1237","NC 581","13.476","Y","105987540","2019-09-07","21","1","7","1","C"
"11/25/2025","Page 60 of 92"
"Muni.
Code","On Road","Miles  /  Dir
From","From Road","Toward Road","Milepost Road","MP","MA","Crash ID","Date","T","C","F","L","S"
"0","NC 581","0.002","N","SR 1236","US 70","NC 581","13.478","Y","107882993","2024-10-04","21","1","0","1","O"
"0","NC 581","0.007","N","SR 1236","US 70","NC 581","13.483","Y","107022049","2022-07-19","21","1","0","1","C"
"0","NC 581","0.009","N","SR 1236","SR 1237","NC 581","13.485","Y","105095778","2017-05-01","21","1","12","1","C"
"0","NC 581","0.019","N","SR 1236","COMMUNITY","NC 581","13.495","Y","104873225","2016-10-07","19","2","0","4",""
"0","NC 581","0.100","N","SR 1236","SR 1237","NC 581","13.576","Y","105278603","2017-11-06","22","1","0","1","C"
"0","NC 581","0.100","N","SR 1236","SR 1237","NC 581","13.576","Y","104664805","2016-03-02","19","1","0","5","O"
"0","NC 581","0.100","N","SR 1236","US 70","NC 581","13.576","Y","104588188","2015-12-16","21","1","0","1","B"
"0","NC 581","0.100","N","SR 1236","SR 1237","NC 581","13.576","Y","104663465","2016-03-03","19","1","0","5",""
"0","NC 581","0.100","N","SR 1236","SR 1237","NC 581","13.576","Y","106035688","2019-10-23","21","1","0","1","O"
"0","NC 581","0.100","S","SR 1237","SR 1237","NC 581","13.577","","108120236","2025-05-16","28","1","4","1","O"
"0","NC 581","0.100","S","SR 1237","SR 1236","NC 581","13.577","","107540583","2023-11-25","24","1","5","1","O"
"0","NC 581","0.100","S","SR 1237","SR 1236","NC 581","13.577","","105864267","2019-05-03","21","1","0","1","C"
"0","NC 581","0.095","S","SR 1237","SR 1236","NC 581","13.582","","107678160","2024-04-06","21","1","0","1","O"
"0","NC 581","1.000","S","US 70","SR 1237","NC 581","13.600","","105182305","2017-08-05","13","1","0","1","O"
"0","NC 581","1.000","S","US 70","SR 1237","NC 581","13.600","","105406321","2018-02-28","23","1","5","5","O"
"0","NC 581","0.028","S","SR 1237","SR 1236","NC 581","13.649","","107532927","2023-11-18","19","1","8","1","O"
"0","NC 581","0.014","S","SR 1237","US 70","NC 581","13.663","","104613544","2016-01-03","21","1","8","1","C"
"0","NC 581","0.006","S","SR 1237","SR 1236","NC 581","13.671","","107412732","2023-07-28","19","1","8","1","O"
"0","NC 581","0.000","","SR 1237","SR 1236","NC 581","13.677","","106368672","2020-10-12","29","1","8","1","O"
"0","NC 581","0.011","N","SR 1237","US 70","NC 581","13.688","","106146455","2020-01-27","32","2","0","5","O"
"0","NC 581","0.027","NE","SR 1237","US 70","NC 581","13.704","","107152989","2022-11-19","19","1","22","1","B"
"0","NC 581","0.057","N","SR 1237","US 70","NC 581","13.734","","106346663","2020-09-23","21","1","0","1","O"
"0","NC 581","0.085","N","SR 1237","ISAAC SMITH","NC 581","13.762","","108069065","2025-04-04","21","1","5","1","C"
"0","NC 581","0.100","N","SR 1237","US 70","NC 581","13.777","","106256821","2020-06-20","19","1","5","1","O"
"0","NC 581","0.800","S","US 70","SR 1237","NC 581","13.800","","104747378","2016-05-25","21","1","0","1","B"
"0","NC 581","0.200","N","SR 1237","US 70","NC 581","13.877","","106369876","2020-10-02","19","1","0","1","O"
"0","NC 581","0.700","S","US 70","SR 1237","NC 581","13.900","","106397897","2020-11-07","19","1","5","1","B"
"0","NC 581","0.230","N","SR 1237","US 70","NC 581","13.907","","107697896","2024-04-20","21","1","5","1","B"
"0","NC 581","0.400","N","SR 1237","US 70","NC 581","14.077","","106174716","2020-02-25","19","1","0","1","O"
"0","NC 581","0.500","S","US 70","US 70BUS","NC 581","14.100","","106183278","2020-02-28","26","1","4","1","O"
"0","NC 581","0.500","S","US 70","SR 1236","NC 581","14.100","","105623815","2018-09-28","21","1","0","1","O"
"0","NC 581","0.500","N","SR 1237","US 70","NC 581","14.177","","106065956","2019-11-12","19","1","0","1","O"
"11/25/2025","Page 61 of 92"
"Muni.
Code","On Road","Miles  /  Dir
From","From Road","Toward Road","Milepost Road","MP","MA","Crash ID","Date","T","C","F","L","S"
"0","NC 581","0.400","S","US 70","SR 1237","NC 581","14.200","","107797492","2024-07-27","19","1","4","5","C"
