CRASH ID|ON RD CD|SVRTY|DATE|TYPE|
105366208|30000091|5|01/22/2018 08:50|30|
105543910|30000091|5|07/16/2018 18:07|24|
105685815|30000091|5|11/18/2018 14:24|30|
105843862|30000091|4|04/16/2019 10:56|30|
105880887|30000091|4|05/29/2019 17:07|30|
106014182|30000091|4|10/04/2019 18:35|30|
106038472|30000091|4|10/07/2019 15:13|24|
106226479|30000091|5|05/15/2020 15:32|30|
